Frequency(Hz),S21_Magnitude,S21_Phase(rad)
1315088958.3050387,1.0124890853270015e-06,2.325822660623018
1316899814.3872516,1.011253513803335e-06,2.3258535964535434
1318710670.4694645,1.0100179422796682e-06,2.3258845322840687
1320521526.5516772,1.0087823707560019e-06,2.325915468114594
1322332382.6338902,1.0075467992323351e-06,2.325946403945119
1324143238.716103,1.0063112277086686e-06,2.3259773397756445
1325954094.798316,1.0050756561850019e-06,2.3260082756061697
1327764950.880529,1.0038400846613351e-06,2.326039211436695
1329575806.9627416,1.0026045131376688e-06,2.3260701472672203
1331386663.0449545,1.001368941614002e-06,2.3261010830977455
1333197519.1271675,1.0001333700903353e-06,2.326132018928271
1335008375.2093801,9.98897798566669e-07,2.326162954758796
1336819231.291593,9.976622270430023e-07,2.3261938905893214
1338630087.373806,9.964266555193357e-07,2.3262248264198466
1340440943.456019,9.95191083995669e-07,2.326255762250372
1342251799.5382318,9.939555124720025e-07,2.326286698080897
1344062655.6204445,9.92719940948336e-07,2.3263176339114224
1345873511.7026575,9.914843694246692e-07,2.3263485697419477
1347684367.7848704,9.902487979010027e-07,2.326379505572473
1349495223.867083,9.890132263773361e-07,2.3264104414029982
1351306079.949296,9.877776548536694e-07,2.3264413772335235
1353116936.031509,9.865420833300028e-07,2.326472313064049
1354927792.1137218,9.853065118063361e-07,2.326503248894574
1356738648.1959348,9.840709402826694e-07,2.3265341847250993
1358549504.2781475,9.82835368759003e-07,2.3265651205556246
1360360360.3603604,9.815997972353363e-07,2.32659605638615
1362171216.4425733,9.803642257116698e-07,2.326626992216675
1363982072.524786,9.791286541880032e-07,2.3266579280472004
1365792928.606999,9.778930826643365e-07,2.3266888638777257
1367603784.6892118,9.7665751114067e-07,2.326719799708251
1369414640.7714248,9.754219396170032e-07,2.326750735538776
1371225496.8536377,9.741863680933367e-07,2.3267816713693015
1373036352.9358504,9.729507965696702e-07,2.3268126071998267
1374847209.0180633,9.717152250460034e-07,2.326843543030352
1376658065.1002762,9.70479653522337e-07,2.3268744788608773
1378468921.182489,9.692440819986704e-07,2.3269054146914026
1380279777.2647018,9.680085104750036e-07,2.326936350521928
1382090633.3469148,9.66772938951337e-07,2.326967286352453
1383901489.4291277,9.655373674276704e-07,2.3269982221829784
1385712345.5113406,9.643017959040038e-07,2.3270291580135036
1387523201.5935533,9.630662243803373e-07,2.327060093844029
1389334057.6757662,9.618306528566706e-07,2.327091029674554
1391144913.7579792,9.60595081333004e-07,2.3271219655050794
1392955769.8401918,9.593595098093375e-07,2.3271529013356047
1394766625.9224048,9.581239382856708e-07,2.32718383716613
1396577482.0046177,9.568883667620042e-07,2.3272147729966552
1398388338.0868306,9.556527952383375e-07,2.3272457088271805
1400199194.1690435,9.54417223714671e-07,2.327276644657706
1402010050.2512562,9.531816521910044e-07,2.327307580488231
1403820906.3334692,9.519460806673378e-07,2.3273385163187563
1405631762.415682,9.507105091436711e-07,2.3273694521492816
1407442618.497895,9.494749376200044e-07,2.327400387979807
1409253474.5801077,9.48239366096338e-07,2.327431323810332
1411064330.6623206,9.470037945726713e-07,2.3274622596408574
1412875186.7445335,9.457682230490047e-07,2.3274931954713827
1414686042.8267465,9.445326515253381e-07,2.327524131301908
1416496898.9089594,9.432970800016713e-07,2.327555067132433
1418307754.991172,9.420615084780049e-07,2.3275860029629585
1420118611.073385,9.408259369543383e-07,2.3276169387934837
1421929467.155598,9.395903654306716e-07,2.327647874624009
1423740323.2378106,9.383547939070052e-07,2.3276788104545343
1425551179.3200235,9.371192223833385e-07,2.3277097462850596
1427362035.4022365,9.358836508596718e-07,2.327740682115585
1429172891.4844494,9.346480793360052e-07,2.32777161794611
1430983747.5666623,9.334125078123386e-07,2.3278025537766354
1432794603.648875,9.321769362886721e-07,2.327833489607161
1434605459.731088,9.309413647650054e-07,2.3278644254376863
1436416315.8133008,9.297057932413388e-07,2.3278953612682116
1438227171.8955135,9.284702217176723e-07,2.327926297098737
1440038027.9777265,9.272346501940056e-07,2.327957232929262
1441848884.0599394,9.25999078670339e-07,2.3279881687597874
1443659740.1421523,9.247635071466723e-07,2.3280191045903127
1445470596.2243652,9.235279356230057e-07,2.328050040420838
1447281452.306578,9.222923640993393e-07,2.3280809762513632
1449092308.3887908,9.210567925756725e-07,2.3281119120818885
1450903164.4710038,9.198212210520059e-07,2.3281428479124138
1452714020.5532165,9.185856495283395e-07,2.328173783742939
1454524876.6354294,9.173500780046727e-07,2.3282047195734643
1456335732.7176423,9.161145064810062e-07,2.3282356554039896
1458146588.7998552,9.148789349573394e-07,2.328266591234515
1459957444.8820682,9.136433634336728e-07,2.32829752706504
